ClassOrder,ClassDescription,acres,job_spaces_orig,job_spaces_new,job_spaces_change,resunits_orig,resunits_new,resunits_change,density_hhemp_orig,density_hhemp_new,density_hhemp_change,Acres_Unchanged_Percent,Acres_Redev_Percent,Acres_Dev_Percent,job_spaces_redev_percentadd,job_spaces_dev_percentadd,resunits_redev_percentadd,resunits_dev_percentadd
1.0,CRT|Metropolitan Center,222.88589820795983,6500.0,48600.0,42100.0,1000.0,15300.0,14300.0,33.0,286.0,253.0,0.5155502023136282,0.26006933449505026,0.22438046319132143,0.5274233504165656,0.47257664958343437,0.535818159154418,0.4641818408455819
2.0,LRT|Metropolitan Center,376.4503923197551,55400.0,90300.0,34900.0,3100.0,14900.0,11800.0,155.0,280.0,125.0,0.7624597423460051,0.05894766414352909,0.1785925935104658,0.23398972670180856,0.7660102732981914,0.2477733117264904,0.7522266882735096
3.0,NONTOD|Metropolitan Center,335.0239713380529,11800.0,30500.0,18700.0,2300.0,10400.0,8100.0,42.0,122.0,80.0,0.668199040961927,0.2157247600390681,0.11607619899900488,0.6248689073456299,0.37513109265437006,0.6473174040434645,0.3526825959565355
4.0,CRT|Urban Center,875.3846595240665,13100.0,45300.0,32200.0,1500.0,17800.0,16300.0,17.0,72.0,55.0,0.6802999355984939,0.06146183544928345,0.2582382289522227,0.17781522168198358,0.8221847783180165,0.189046448383901,0.8109535516160989
5.0,LRT|Urban Center,455.59580634432365,10800.0,22400.0,11600.0,2600.0,9000.0,6400.0,30.0,69.0,39.0,0.7626821552254722,0.08477536686664087,0.15254247790788686,0.29728773031256017,0.7027122696874398,0.35424664978601517,0.645753350213985
6.0,NONTOD|Urban Center,9740.836087672315,169400.0,341600.0,172200.0,28100.0,117600.0,89500.0,20.0,47.0,27.0,0.7358517405637225,0.05109398087920468,0.21305427855707287,0.16695478072762449,0.8330452192723754,0.1836195454251918,0.8163804545748082
7.0,CRT|City Center,345.4272894593571,1400.0,12600.0,11200.0,200.0,8800.0,8600.0,5.0,62.0,57.0,0.3484977314558862,0.04263345612752926,0.6088688124165845,0.038433558636235536,0.9615664413637646,0.06496097819539293,0.935039021804607
8.0,LRT|City Center,1034.77756232001,12400.0,35100.0,22700.0,2000.0,20700.0,18700.0,14.0,54.0,40.0,0.5270660278265584,0.15225313068258098,0.3206808414908607,0.2552309392997452,0.7447690607002548,0.3171525783704908,0.6828474216295093
9.0,NONTOD|City Center,18114.69285926059,163200.0,318500.0,155300.0,33300.0,184700.0,151400.0,11.0,28.0,17.0,0.5934435768367319,0.051992792854896705,0.3545636303083714,0.07675994250387512,0.9232400574961249,0.12086589830202708,0.8791341016979729
10.0,CRT|NA,887.2479614528462,3300.0,9100.0,5800.0,1700.0,9000.0,7300.0,6.0,20.0,14.0,0.6070879544314661,0.053878738181170206,0.33903330738736376,0.06814167863193148,0.9318583213680686,0.1318345198705573,0.8681654801294427
11.0,LRT|NA,2577.4479592046596,34400.0,45900.0,11500.0,7100.0,22400.0,15300.0,16.0,26.0,10.0,0.7110442738412163,0.09044884881244201,0.19850687734634173,0.19484411751437172,0.8051558824856283,0.2970830325664729,0.702916967433527
66.0,,34965.77044710393,481600.0,999900.0,518300.0,83100.0,430700.0,347600.0,16.0,41.0,25.0,0.6441657560654505,0.06113387741242334,0.2947003665221261,0.19443809000916853,0.8055619099908314,0.19525371957635915,0.8047462804236409
